     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
V12   X   X   X   X   X   X   X  15   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  48   X   X   X   X   X  85 
V13   X   X   X   X   X   X  22  20   X   X   X  18   X   X   X   X   X   X   X   X   X   X  20   X   X   X   X   X   X  66 
V14   X   X   X   X   X   X  66  13   X   X   X   X   X   X   X  68   X   X   X   X   X  90  30   X   X   X   X   X   X   X 
V15  34   X   X   X   X   X   X   X  99   X   X   X   X   X  68   X   X   X  42   X  22   X   X  47  87   X  78   X   X   X 
V16   X   X   X   X  65   X   X   X  76   X   X   X   X   X   X   X   X   X  81   X  11   X   X   X   X   X   X   X   X   X 
V17   X  11   X   X   X  67   X   X   X   X   X  87   X   X   X   X   X   X   X  29   X   X  11  42   X   X   X   X   X   X 
V18   X   X   X   X   X   X   X  60   X   X  42  46   X   X   X  42  81   X   X   X  70   X  81  75  37   X   X   X   X   X 
V19   X  48  93   X  30  38   X   X   X   X   X  42   X   X   X   X   X  29   X   X   X   X   X   X   X   X  10  80   X   X 
V20   X   8   X   X   X   X  81   X  33   X   X  84   X   X   X  22  11   X  70   X   X   X  88   X   X   X   X   6   X   X 
V21  33   X   X   X   X   X   X  99   X  77  89   8   X   X  90   X   X   X   X   X   X   X   X   X   X   X   X   X   X  18 
V22   X   X   X   X   X   X   X   X  52   X  14   X   X  20  30   X   X  11  81   X  88   X   X   X  30   X   X   X   X   X 
V23   X   X   X   8   X  36  49   X   X   X   X   X  48   X   X  47   X  42  75   X   X   X   X   X   X   X  23   X   X  99 
V24   X   X  54   X   X   X   X   X  37   X  46   X   X   X   X  87   X   X  37   X   X   X  30   X   X   X   X   X   X  82 
V25   X   X   X  89   X  13   8   X   X   X  36   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  95   X   X   X 
V26   X   X   X   X   X  46   X   X   X   2   X   X   X   X   X  78   X   X   X  10   X   X   X  23   X  95   X  82   X   X 
V27   X  57  87   X   X  26   X  50   X  85   X   X   X   X   X   X   X   X   X  80   6   X   X   X   X   X  82   X   X  84 
V28   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  40 
V29   X   X  97   X   X   X  38   X   X   X   X  97  85  66   X   X   X   X   X   X   X  18   X  99  82   X   X  84  40   X 
(V0-V21,33) (V21-V11,8) (V11-V1,9) (V1-V20,8) (V20-V27,6) (V20-V16,11) (V1-V17,11) (V17-V22,11) (V22-V10,14) (V11-V13,18) (V21-V29,18) (V13-V7,20) (V7-V14,13) (V7-V12,15) (V13-V6,22) (V6-V25,8) (V25-V5,13) (V20-V15,22) (V17-V19,29) (V19-V26,10) (V26-V9,2) (V26-V23,23) (V23-V3,8) (V9-V4,28) (V22-V24,30) (V20-V8,33) (V24-V18,37) (V29-V28,40) (V24-V2,54) 最小生成树总权值为554
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X  10  39   X   X   X   X   X   X   X  28  83  38   X   X   X   X   X   X   X  91   X   X  30   X   X   X   X  71 
 V1   X   X   X   X  87   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  23  33   X   X  53 
 V2  10   X   X  38  31   X   X   X   X   X   X  92   X   X   X   X   X   X   X  88   X  85   X   X   X   X   X   X   X   X 
 V3  39   X  38   X   X   X   8   X  42   X  92  20   X  69   X   X   X   X  39   X  95   X   X   X   X  55  69   X  69   X 
 V4   X  87  31   X   X   X   X   X  78   3  56   X  52   X  70   X   X   X   X   X   X   X  38   X  45   X   X   X  77   X 
 V5   X   X   X   X   X   X  83  33   X  86   X   X  99   X   X   X   X   X   X   X   X   X   X  90   X   X  89  18   X   X 
 V6   X   X   X   8   X  83   X   X   X  51   X   X   X  40   X  57   X   X   X  74   X   X   X   X  95   X  53   X  93   X 
 V7   X   X   X   X   X  33   X   X   X  93   X   X  55  95   X   X   X  17  58   X   X   X   X   X   X   X   X   X   X  83 
 V8   X   X   X  42  78   X   X   X   X   X  27   X   X   X  28  43  61   X  21   X   X   X   X   X   X  90   X   X   X   X 
 V9   X   X   X   X   3  86  51  93   X   X   X   X   X   X   X  29   6   X   X  61  12   X   X   X   X   X   X   X   X   X 
V10   X   X   X  92  56   X   X   X  27   X   X   X   X   X   X  17   X   X  84   X   X   X   X   X   X   X   X   X   X   X 
V11  28   X  92  20   X   X   X   X   X   X   X   X   X   X   X   X   X  88   X   X   X   X   X   X   X   X   X   X   X   X 
V12  83   X   X   X  52  99   X  55   X   X   X   X   X   X   X  73  80  94   X   X   X   X   X   X   7   X   X   X   X   X 
V13  38   X   X  69   X   X  40  95   X   X   X   X   X   X   X   X   X  91   X  76  53   X  38   X   X   X   X   X   X   X 
V14   X   X   X   X  70   X   X   X  28   X   X   X   X   X   X   X   X   X   X   X  47  60   X   X   X   X   8   X   X   X 
V15   X   X   X   X   X   X  57   X  43  29  17   X  73   X   X   X   X   X   X   X  21  91  20  41   X   X  67   X  97   X 
V16   X   X   X   X   X   X   X   X  61   6   X   X  80   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X 
V17   X   X   X   X   X   X   X  17   X   X   X  88  94  91   X   X   X   X   X   X  32   X   7   X   X   X   X   X   X   X 
V18   X   X   X  39   X   X   X  58  21   X  84   X   X   X   X   X   X   X   X   X  76   X  76   X   X   X  69   X  98   X 
V19   X   X  88   X   X   X  74   X   X  61   X   X   X  76   X   X   X   X   X   X   X   X  71   X   X   1   X   X  24   X 
V20   X   X   X  95   X   X   X   X   X  12   X   X   X  53  47  21   X  32  76   X   X  66   X   X   X   X   X   X   X   X 
V21  91   X  85   X   X   X   X   X   X   X   X   X   X   X  60  91   X   X   X   X  66   X   X   X   X   X   X  44   X   X 
V22   X   X   X   X  38   X   X   X   X   X   X   X   X  38   X  20   X   7  76  71   X   X   X   X   X   X  97   X  37   8 
V23   X   X   X   X   X  90   X   X   X   X   X   X   X   X   X  41   X   X   X   X   X   X   X   X  80   X   X   X   X   X 
V24  30   X   X   X  45   X  95   X   X   X   X   X   7   X   X   X   X   X   X   X   X   X   X  80   X   X   X   X   X   X 
V25   X  23   X  55   X   X   X   X  90   X   X   X   X   X   X   X   X   X   X   1   X   X   X   X   X   X   X   X   X   X 
V26   X  33   X  69   X  89  53   X   X   X   X   X   X   X   8  67   X   X  69   X   X   X  97   X   X   X   X   X   X   X 
V27   X   X   X   X   X  18   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  44   X   X   X   X   X   X   X   X 
V28   X   X   X  69  77   X  93   X   X   X   X   X   X   X   X  97   X   X  98  24   X   X  37   X   X   X   X   X   X   X 
V29  71  53   X   X   X   X   X  83   X   X   X   X   X   X   X   X   X   X   X   X   X   X   8   X   X   X   X   X   X   X 
(V0-V2,10) (V0-V11,28) (V11-V3,20) (V3-V6,8) (V0-V24,30) (V24-V12,7) (V2-V4,31) (V4-V9,3) (V9-V16,6) (V9-V20,12) (V20-V15,21) (V15-V10,17) (V15-V22,20) (V22-V17,7) (V22-V29,8) (V17-V7,17) (V10-V8,27) (V8-V18,21) (V8-V14,28) (V14-V26,8) (V26-V1,33) (V1-V25,23) (V25-V19,1) (V19-V28,24) (V7-V5,33) (V5-V27,18) (V0-V13,38) (V15-V23,41) (V27-V21,44) 最小生成树总权值为584
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X  94   X  57   X   X   9   X   X   X   X  77  69   X  55   X   X   X  70   X  20   X  21   X  58   X   X   X 
 V1   X   X   X   X   X  32   X   X   X   X   X   X   X   X   X  94   X   X   X   X   X   X   X   X   X   X  61   X   X  35 
 V2   X   X   X   X   X  12   X   X   X   X   X  75  60   X   X   X   X   X  30   X  60   X   X   X  41   X   X   X  85   4 
 V3  94   X   X   X   X   X   X   X   X  16   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  43  56 
 V4   X   X   X   X   X   X   X   X   X  86   X   X   X   X   X   X   X   X   X  23   X   X   X   X  21   X   X   X   X   X 
 V5  57  32  12   X   X   X   X   X   X   X   X   X   X   X   X  44   X   7  74   X  52  46   X   X   X   8   X  35 100   X 
 V6   X   X   X   X   X   X   X  33   X   X   X   X   X  77   X   X   X   8   X   X  49   X   X   X  63  51   X   X   3   X 
 V7   X   X   X   X   X   X  33   X   X   7   X   X   X   X   X   X   X  27  71  24   X   X   X   X   X  88   X   X   X   X 
 V8   9   X   X   X   X   X   X   X   X   X   X   X   X   X  90   X   X   X   X   X   X   X   X   X   X   X   X   X   X  41 
 V9   X   X   X  16  86   X   X   7   X   X   X   X   X   X   X   X   7   X   4   X  83   X   X   X   X   X   X   X  30   X 
V10   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  45   X  91   X   X   X   X  70  72   X   X   X   X 
V11   X   X  75   X   X   X   X   X   X   X   X   X   X   X  97   X   X   X   X   X   X   X   X  13   X   X  50  59   X   X 
V12   X   X  60   X   X   X   X   X   X   X   X   X   X   X  16   X   X   X   X  55  30   X   X  84  36   X  81   X   X   X 
V13  77   X   X   X   X   X  77   X   X   X   X   X   X   X   X   X  33   X   X   X   X   X   X   X   X  42   X   X   X   X 
V14  69   X   X   X   X   X   X   X  90   X   X  97  16   X   X   X   X   X   X  11   X   X   X   X  35   X   X   X   X   X 
V15   X  94   X   X   X  44   X   X   X   X   X   X   X   X   X   X   X   X   X   X  76   X   X   X  53   X   X   X   X  78 
V16  55   X   X   X   X   X   X   X   X   7   X   X   X  33   X   X   X   X   X   X   X  63   X   X   X   X   X   X   X   X 
V17   X   X   X   X   X   7   8  27   X   X  45   X   X   X   X   X   X   X  69   X   X  37  45   X  67   X   X   X   5  76 
V18   X   X  30   X   X  74   X  71   X   4   X   X   X   X   X   X   X  69   X   X   X  73   X   X   X   X  81   4   X  11 
V19   X   X   X   X  23   X   X  24   X   X  91   X  55   X  11   X   X   X   X   X   X   X   X  52   X   X   X   X  38   X 
V20  70   X  60   X   X  52  49   X   X  83   X   X  30   X   X  76   X   X   X   X   X  22   X   X  23   X   X  50   X   X 
V21   X   X   X   X   X  46   X   X   X   X   X   X   X   X   X   X  63  37  73   X  22   X  37   X  81   X   X   X  33   X 
V22  20   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  45   X   X   X  37   X   X   X   7   X   X  72   X 
V23   X   X   X   X   X   X   X   X   X   X   X  13  84   X   X   X   X   X   X  52   X   X   X   X  43   X   X   X  50   X 
V24  21   X  41   X  21   X  63   X   X   X  70   X  36   X  35  53   X  67   X   X  23  81   X  43   X  64   X   X   X   X 
V25   X   X   X   X   X   8  51  88   X   X  72   X   X  42   X   X   X   X   X   X   X   X   7   X  64   X   X   X   X   X 
V26  58  61   X   X   X   X   X   X   X   X   X  50  81   X   X   X   X   X  81   X   X   X   X   X   X   X   X   X   X   X 
V27   X   X   X   X   X  35   X   X   X   X   X  59   X   X   X   X   X   X   4   X  50   X   X   X   X   X   X   X  13   X 
V28   X   X  85  43   X 100   3   X   X  30   X   X   X   X   X   X   X   5   X  38   X  33  72  50   X   X   X  13   X   X 
V29   X  35   4  56   X   X   X   X  41   X   X   X   X   X   X  78   X  76  11   X   X   X   X   X   X   X   X   X   X   X 
(V0-V8,9) (V0-V22,20) (V22-V25,7) (V25-V5,8) (V5-V17,7) (V17-V28,5) (V28-V6,3) (V5-V2,12) (V2-V29,4) (V29-V18,11) (V18-V9,4) (V18-V27,4) (V9-V7,7) (V9-V16,7) (V9-V3,16) (V0-V24,21) (V24-V4,21) (V4-V19,23) (V19-V14,11) (V14-V12,16) (V24-V20,23) (V20-V21,22) (V5-V1,32) (V16-V13,33) (V24-V23,43) (V23-V11,13) (V5-V15,44) (V17-V10,45) (V11-V26,50) 最小生成树总权值为521
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
 V0   X   X   X   X   X  99  26   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  19   X   X   X   X   X   X 
 V1   X   X   X   X  72   X  76   X   X  59   X  82   X  63   X   X   X   X  18   X   X  75   X   X   X   9   X   X   X   X 
 V2   X   X   X   X   X   X   X   X   X  77  73   X   X   X   X   X   X   X   X  19   X   X   X   X   X   X   X   X   X   X 
 V3   X   X   X   X   X   X   X   X   X   X   X   X   X  59  27   X   X   X   X   X   X   X   X   X  84   X   X   X   X  15 
 V4   X  72   X   X   X   X   X   X   X   X   X  79  11  12   X   X   X   X   X   X   X   X   X   X   X   X   X  67   X  53 
 V5  99   X   X   X   X   X   X   X   X   X   X  33   X  43  73   X   X  98   X   X   X  25   X   X   X   X   X  75   X  25 
 V6  26  76   X   X   X   X   X   X   X   X   X   X   X   X  80   X   X   X  96  83   X   X   X  95   X   X   X   X   X  72 
 V7   X   X   X   X   X   X   X   X   X  95   X  62  98   X   X   X   X   X   X   X  39   X   X   X   X   X   X   X   X   X 
 V8   X   X   X   X   X   X   X   X   X   X   X   X   X  49   X   X   X   X  76   X  39   X   X   X   X   X   X   X   X  47 
 V9   X  59  77   X   X   X   X  95   X   X   X  74   X   X   X   X   X   X  39   2   X  65  72   X  83   X   X   X   X  26 
V10   X   X  73   X   X   X   X   X   X   X   X  32   X  99   X   X   X   X  17   X  87   X   X  37  16   X   X   5   X   X 
V11   X  82   X   X  79  33   X  62   X  74  32   X   X  15   X   X 100   X   X   X   X   X   X   X   9   X   X   X   X   X 
V12   X   X   X   X  11   X   X  98   X   X   X   X   X   X   X   X   X   X   X   X   X   X  27   X   X  19   X   X   X   X 
V13   X  63   X  59  12  43   X   X  49   X  99  15   X   X   X   X   X  67   X  83   X  87   X   X  14   8  78   X   X  26 
V14   X   X   X  27   X  73  80   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  38   X   X   X   X   X  92   X 
V15   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X   X  27   X   X  46   X  67   X   X  46   X  85   X 
V16   X   X   X   X   X   X   X   X   X   X   X 100   X   X   X   X   X   X   X   X   X   X   3   3   X  83   X   X  66  60 
V17   X   X   X   X   X  98   X   X   X   X   X   X   X  67   X   X   X   X   X   X  70  13   X   X   X  81   X   X   X   X 
V18   X  18   X   X   X   X  96   X  76  39  17   X   X   X   X  27   X   X   X   X  18   X   X   X   X   X   X   X   X   X 
V19   X   X  19   X   X   X  83   X   X   2   X   X   X  83   X   X   X   X   X   X  79  62   X  22  58  87   X   X   X   X 
V20   X   X   X   X   X   X   X  39  39   X  87   X   X   X   X   X   X  70  18  79   X   X   X   X   7   X  10   X   X   X 
V21   X  75   X   X   X  25   X   X   X  65   X   X   X  87   X  46   X  13   X  62   X   X   X   X   X   X   X   X   X   X 
V22   X   X   X   X   X   X   X   X   X  72   X   X  27   X  38   X   3   X   X   X   X   X   X   X   X   X   X  29   X   X 
V23  19   X   X   X   X   X  95   X   X   X  37   X   X   X   X  67   3   X   X  22   X   X   X   X   4   X   X   X   X   X 
V24   X   X   X  84   X   X   X   X   X  83  16   9   X  14   X   X   X   X   X  58   7   X   X   4   X  48   X  26   3   X 
V25   X   9   X   X   X   X   X   X   X   X   X   X  19   8   X   X  83  81   X  87   X   X   X   X  48   X   8  17   X   X 
V26   X   X   X   X   X   X   X   X   X   X   X   X   X  78   X  46   X   X   X   X  10   X   X   X   X   8   X   X   X  86 
V27   X   X   X   X  67  75   X   X   X   X   5   X   X   X   X   X   X   X   X   X   X   X  29   X  26  17   X   X   X   X 
V28   X   X   X   X   X   X   X   X   X   X   X   X   X   X  92  85  66   X   X   X   X   X   X   X   3   X   X   X   X   X 
V29   X   X   X  15  53  25  72   X  47  26   X   X   X  26   X   X  60   X   X   X   X   X   X   X   X   X  86   X   X   X 
(V0-V23,19) (V23-V16,3) (V16-V22,3) (V23-V24,4) (V24-V28,3) (V24-V20,7) (V24-V11,9) (V20-V26,10) (V26-V25,8) (V25-V13,8) (V25-V1,9) (V13-V4,12) (V4-V12,11) (V24-V10,16) (V10-V27,5) (V10-V18,17) (V23-V19,22) (V19-V9,2) (V19-V2,19) (V0-V6,26) (V13-V29,26) (V29-V3,15) (V29-V5,25) (V5-V21,25) (V21-V17,13) (V3-V14,27) (V18-V15,27) (V20-V7,39) (V20-V8,39) 最小生成树总权值为449
     V0  V1  V2  V3  V4  V5  V6  V7  V8  V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29
